Country,Date,Confirmed
East Asia & Pacific,1970-01-01 00:00:00.000001973,1384704173.0
East Asia & Pacific,1970-01-01 00:00:00.000001972,1354211283.0
East Asia & Pacific,1970-01-01 00:00:00.000001971,1322732627.0
East Asia & Pacific,1970-01-01 00:00:00.000001970,1288490485.0
East Asia & Pacific,1970-01-01 00:00:00.000001969,1255933616.0
East Asia & Pacific,1970-01-01 00:00:00.000001968,1224255729.0
East Asia & Pacific,1970-01-01 00:00:00.000001967,1194567141.0
East Asia & Pacific,1970-01-01 00:00:00.000001966,1166227679.0
East Asia & Pacific,1970-01-01 00:00:00.000001965,1136927045.0
East Asia & Pacific,1970-01-01 00:00:00.000001964,1110819272.0
East Asia & Pacific,1970-01-01 00:00:00.000001963,1085398906.0
East Asia & Pacific,1970-01-01 00:00:00.000001962,1059600211.0
East Asia & Pacific,1970-01-01 00:00:00.000001961,1045203037.0
East Asia & Pacific,1970-01-01 00:00:00.000001960,1043333636.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002022,2129112126.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002021,2123628421.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002020,2116378687.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002019,2106391925.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002018,2094524854.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002017,2080919319.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002016,2065173002.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002015,2049757846.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002014,2034264880.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002013,2018068461.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002012,2001264155.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002011,1984267781.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002010,1969186913.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002009,1955042105.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002008,1940768141.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002007,1926306467.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002006,1911721676.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002005,1896788261.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002004,1881561559.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002003,1866240858.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002002,1850472928.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002001,1834101877.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000002000,1817006555.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001999,1799013672.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001998,1779787562.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001997,1759221230.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001996,1737860521.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001995,1716327374.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001994,1694420555.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001993,1671947065.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001992,1649253074.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001991,1625903768.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001990,1601237332.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001989,1575650445.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001988,1549652503.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001987,1523099223.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001986,1496890002.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001985,1472149294.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001984,1448880261.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001983,1426256004.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001982,1402554740.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001981,1378941521.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001980,1357581175.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001979,1336893795.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001978,1315761974.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001977,1294858852.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001976,1274263611.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001975,1252485369.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001974,1228909243.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001973,1202812613.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001972,1175156192.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001971,1146525253.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001970,1116182140.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001969,1086458654.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001968,1057594845.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001967,1030453856.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001966,1004333893.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001965,977493628.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001964,953987755.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001963,931114057.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001962,907858935.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001961,895992255.0
East Asia & Pacific (excluding high income),1970-01-01 00:00:00.000001960,896462247.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002022,2103055378.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002021,2097669023.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002020,2090523535.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002019,2080648616.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002018,2068898629.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002017,2055414680.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002016,2039794828.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002015,2024511016.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002014,2009149689.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002013,1993077336.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002012,1976386829.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002011,1959494275.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002010,1944510719.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002009,1930470829.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002008,1916309337.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002007,1901960228.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002006,1887496209.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002005,1872697597.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002004,1857622964.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002003,1842469495.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002002,1826844868.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002001,1810599718.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000002000,1793649873.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001999,1775819557.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001998,1756774303.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001997,1736404220.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001996,1715256519.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001995,1693952154.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001994,1672325604.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001993,1650184274.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001992,1627823212.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001991,1604798136.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001990,1580447407.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001989,1555164786.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001988,1529464061.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001987,1503204089.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001986,1477285491.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001985,1452832120.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001984,1429843232.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001983,1407492473.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001982,1384060325.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001981,1360714010.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001980,1339615160.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001979,1319182209.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001978,1298297421.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001977,1277634904.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001976,1257283747.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001975,1235769316.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001974,1212479337.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001973,1186691481.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001972,1159394712.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001971,1131150405.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001970,1101191924.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001969,1071859681.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001968,1043384828.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001967,1016638561.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001966,990895866.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001965,964393486.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001964,941205716.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001963,918644019.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001962,895683380.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001961,884080493.0
East Asia & Pacific (IDA & IBRD countries),1970-01-01 00:00:00.000001960,884811163.0
Euro area,1970-01-01 00:00:00.000002022,348331511.0
Euro area,1970-01-01 00:00:00.000002021,346942979.0
Euro area,1970-01-01 00:00:00.000002020,346961127.0
Euro area,1970-01-01 00:00:00.000002019,346517987.0
Euro area,1970-01-01 00:00:00.000002018,346153001.0
Euro area,1970-01-01 00:00:00.000002017,345370612.0
Euro area,1970-01-01 00:00:00.000002016,344683796.0
Euro area,1970-01-01 00:00:00.000002015,343718279.0
Euro area,1970-01-01 00:00:00.000002014,342725321.0
Euro area,1970-01-01 00:00:00.000002013,341584506.0
Euro area,1970-01-01 00:00:00.000002012,340450693.0
Euro area,1970-01-01 00:00:00.000002011,339722971.0
Euro area,1970-01-01 00:00:00.000002010,340467048.0
Euro area,1970-01-01 00:00:00.000002009,339682801.0
Euro area,1970-01-01 00:00:00.000002008,338599969.0
Euro area,1970-01-01 00:00:00.000002007,336971054.0
Euro area,1970-01-01 00:00:00.000002006,335250759.0
Euro area,1970-01-01 00:00:00.000002005,333709006.0
Euro area,1970-01-01 00:00:00.000002004,332006792.0
Euro area,1970-01-01 00:00:00.000002003,330208234.0
Euro area,1970-01-01 00:00:00.000002002,328443707.0
Euro area,1970-01-01 00:00:00.000002001,326862028.0
Euro area,1970-01-01 00:00:00.000002000,325792924.0
Euro area,1970-01-01 00:00:00.000001999,324784751.0
Euro area,1970-01-01 00:00:00.000001998,323978576.0
Euro area,1970-01-01 00:00:00.000001997,323308056.0
Euro area,1970-01-01 00:00:00.000001996,322570180.0
Euro area,1970-01-01 00:00:00.000001995,321810273.0
Euro area,1970-01-01 00:00:00.000001994,321026530.0
Euro area,1970-01-01 00:00:00.000001993,320056200.0
Euro area,1970-01-01 00:00:00.000001992,318746422.0
Euro area,1970-01-01 00:00:00.000001991,317411362.0
Euro area,1970-01-01 00:00:00.000001990,315870845.0
Euro area,1970-01-01 00:00:00.000001989,314457467.0
Euro area,1970-01-01 00:00:00.000001988,313147164.0
Euro area,1970-01-01 00:00:00.000001987,312125526.0
Euro area,1970-01-01 00:00:00.000001986,311282260.0
Euro area,1970-01-01 00:00:00.000001985,310521622.0
Euro area,1970-01-01 00:00:00.000001984,309939418.0
Euro area,1970-01-01 00:00:00.000001983,309428033.0
Euro area,1970-01-01 00:00:00.000001982,308788172.0
Euro area,1970-01-01 00:00:00.000001981,307893389.0
Euro area,1970-01-01 00:00:00.000001980,306668989.0
Euro area,1970-01-01 00:00:00.000001979,305309331.0
Euro area,1970-01-01 00:00:00.000001978,304018977.0
Euro area,1970-01-01 00:00:00.000001977,302746591.0
Euro area,1970-01-01 00:00:00.000001976,301525335.0
Euro area,1970-01-01 00:00:00.000001975,300215183.0
Euro area,1970-01-01 00:00:00.000001974,298719155.0
Euro area,1970-01-01 00:00:00.000001973,297059919.0
Euro area,1970-01-01 00:00:00.000001972,295189531.0
Euro area,1970-01-01 00:00:00.000001971,293192129.0
Euro area,1970-01-01 00:00:00.000001970,291544661.0
Euro area,1970-01-01 00:00:00.000001969,289911679.0
Euro area,1970-01-01 00:00:00.000001968,287907506.0
Euro area,1970-01-01 00:00:00.000001967,285908171.0
Euro area,1970-01-01 00:00:00.000001966,283803777.0
Euro area,1970-01-01 00:00:00.000001965,281432987.0
Euro area,1970-01-01 00:00:00.000001964,278953378.0
Euro area,1970-01-01 00:00:00.000001963,276517540.0
Euro area,1970-01-01 00:00:00.000001962,274105087.0
Euro area,1970-01-01 00:00:00.000001961,271727867.0
Euro area,1970-01-01 00:00:00.000001960,269385168.0
Europe & Central Asia,1970-01-01 00:00:00.000002022,920375568.0
Europe & Central Asia,1970-01-01 00:00:00.000002021,923564027.0
Europe & Central Asia,1970-01-01 00:00:00.000002020,922353365.0
Europe & Central Asia,1970-01-01 00:00:00.000002019,920277481.0
Europe & Central Asia,1970-01-01 00:00:00.000002018,917380453.0
Europe & Central Asia,1970-01-01 00:00:00.000002017,914078289.0
Europe & Central Asia,1970-01-01 00:00:00.000002016,910633273.0
Europe & Central Asia,1970-01-01 00:00:00.000002015,906695444.0
Europe & Central Asia,1970-01-01 00:00:00.000002014,902670860.0
Europe & Central Asia,1970-01-01 00:00:00.000002013,898607432.0
Europe & Central Asia,1970-01-01 00:00:00.000002012,894660467.0
Europe & Central Asia,1970-01-01 00:00:00.000002011,891329416.0
Europe & Central Asia,1970-01-01 00:00:00.000002010,889169629.0
Europe & Central Asia,1970-01-01 00:00:00.000002009,885659803.0
Europe & Central Asia,1970-01-01 00:00:00.000002008,882088404.0
Europe & Central Asia,1970-01-01 00:00:00.000002007,878456268.0
Europe & Central Asia,1970-01-01 00:00:00.000002006,875627934.0
Europe & Central Asia,1970-01-01 00:00:00.000002005,872913705.0
Europe & Central Asia,1970-01-01 00:00:00.000002004,870270838.0
Europe & Central Asia,1970-01-01 00:00:00.000002003,867701442.0
Europe & Central Asia,1970-01-01 00:00:00.000002002,865474170.0
Europe & Central Asia,1970-01-01 00:00:00.000002001,863909133.0
Europe & Central Asia,1970-01-01 00:00:00.000002000,862786211.0
Europe & Central Asia,1970-01-01 00:00:00.000001999,861848594.0
Europe & Central Asia,1970-01-01 00:00:00.000001998,860876126.0
Europe & Central Asia,1970-01-01 00:00:00.000001997,859711482.0
Europe & Central Asia,1970-01-01 00:00:00.000001996,858209225.0
Europe & Central Asia,1970-01-01 00:00:00.000001995,856511549.0
Europe & Central Asia,1970-01-01 00:00:00.000001994,854892657.0
Europe & Central Asia,1970-01-01 00:00:00.000001993,852735458.0
Europe & Central Asia,1970-01-01 00:00:00.000001992,849816712.0
Europe & Central Asia,1970-01-01 00:00:00.000001991,846364518.0
Europe & Central Asia,1970-01-01 00:00:00.000001990,842030509.0
Europe & Central Asia,1970-01-01 00:00:00.000001989,837807042.0
Europe & Central Asia,1970-01-01 00:00:00.000001988,832965846.0
Europe & Central Asia,1970-01-01 00:00:00.000001987,827666924.0
Europe & Central Asia,1970-01-01 00:00:00.000001986,822429830.0
Europe & Central Asia,1970-01-01 00:00:00.000001985,817313920.0
Europe & Central Asia,1970-01-01 00:00:00.000001984,812373901.0
Europe & Central Asia,1970-01-01 00:00:00.000001983,807523838.0
Europe & Central Asia,1970-01-01 00:00:00.000001982,802876253.0
Europe & Central Asia,1970-01-01 00:00:00.000001981,798088129.0
Europe & Central Asia,1970-01-01 00:00:00.000001980,792890531.0
Europe & Central Asia,1970-01-01 00:00:00.000001979,787502492.0
Europe & Central Asia,1970-01-01 00:00:00.000001978,782220413.0
Europe & Central Asia,1970-01-01 00:00:00.000001977,776918691.0
Europe & Central Asia,1970-01-01 00:00:00.000001976,771592697.0
Europe & Central Asia,1970-01-01 00:00:00.000001975,766169722.0
Europe & Central Asia,1970-01-01 00:00:00.000001974,760680926.0
Europe & Central Asia,1970-01-01 00:00:00.000001973,755000965.0
Europe & Central Asia,1970-01-01 00:00:00.000001972,749086046.0
Europe & Central Asia,1970-01-01 00:00:00.000001971,742959749.0
Europe & Central Asia,1970-01-01 00:00:00.000001970,737398504.0
Europe & Central Asia,1970-01-01 00:00:00.000001969,731787358.0
Europe & Central Asia,1970-01-01 00:00:00.000001968,725451120.0
Europe & Central Asia,1970-01-01 00:00:00.000001967,718884137.0
Europe & Central Asia,1970-01-01 00:00:00.000001966,712077088.0
Europe & Central Asia,1970-01-01 00:00:00.000001965,705233118.0
Europe & Central Asia,1970-01-01 00:00:00.000001964,697559598.0
Europe & Central Asia,1970-01-01 00:00:00.000001963,689682704.0
Europe & Central Asia,1970-01-01 00:00:00.000001962,681809362.0
Europe & Central Asia,1970-01-01 00:00:00.000001961,673957844.0
Europe & Central Asia,1970-01-01 00:00:00.000001960,666273660.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002022,397824705.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002021,401682855.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002020,400061023.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002019,398690076.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002018,396674671.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002017,394705361.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002016,392579664.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002015,390267733.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002014,387912182.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002013,385623200.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002012,383374474.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002011,381328678.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002010,379079046.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002009,376867673.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002008,375012208.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002007,373485209.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002006,372780224.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002005,372077135.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002004,371533136.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002003,371072025.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002002,370807684.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002001,370739184.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000002000,370646199.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001999,370546751.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001998,370591102.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001997,370276347.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001996,369661127.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001995,368905312.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001994,368354275.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001993,367513928.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001992,366266798.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001991,364392348.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001990,361859039.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001989,359435266.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001988,356321047.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001987,352545820.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001986,348685710.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001985,344882487.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001984,341087935.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001983,337282816.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001982,333758267.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001981,330361478.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001980,326937470.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001979,323503833.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001978,320113560.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001977,316709884.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001976,313279489.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001975,309908273.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001974,306715687.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001973,303473218.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001972,300232316.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001971,296973298.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001970,293778738.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001969,290573749.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001968,287193204.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001967,283724914.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001966,280229181.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001965,276765568.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001964,272634858.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001963,268409373.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001962,264183560.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001961,259951519.0
Europe & Central Asia (excluding high income),1970-01-01 00:00:00.000001960,255726092.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002022,457549063.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002021,462431038.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002020,461273023.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002019,460092452.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002018,458211234.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002017,456393433.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002016,454426367.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002015,452273365.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002014,450071285.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002013,447902778.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002012,445763231.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002011,443820083.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002010,441664138.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002009,439691944.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002008,437985547.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002007,436798968.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002006,436426410.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002005,435872410.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002004,435471706.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002003,435154320.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002002,435070718.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002001,435418872.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000002000,435816101.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001999,436191659.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001998,436294062.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001997,436014905.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001996,435461598.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001995,434804610.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001994,434279162.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001993,433339079.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001992,432000567.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001991,430328718.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001990,427949024.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001989,425325513.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001988,421958403.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001987,417903040.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001986,413700116.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001985,409518788.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001984,405312901.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001983,401073356.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001982,397098723.0
Europe & Central Asia (IDA & IBRD countries),1970-01-01 00:00:00.000001981,393224644.0
